table_name,column_name,data_type,is_nullable
abilities_to_work_activities,abilities_element_id,VARCHAR,NO
abilities_to_work_activities,work_activities_element_id,VARCHAR,NO
alternate_titles,alternate_title,VARCHAR,NO
alternate_titles,onetsoc_code,VARCHAR,NO
alternate_titles,short_title,VARCHAR,YES
alternate_titles,sources,VARCHAR,NO
census_2010_race_nation,American Indian Tribal Subdivision (FIPS),DOUBLE,YES
census_2010_race_nation,American Indian and Alaska Native alone,BIGINT,YES
census_2010_race_nation,Area (Land),BIGINT,YES
census_2010_race_nation,Area (Water),BIGINT,YES
census_2010_race_nation,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,VARCHAR,YES
census_2010_race_nation,Asian alone,BIGINT,YES
census_2010_race_nation,Black or African American alone,BIGINT,YES
census_2010_race_nation,Data File Year,BIGINT,YES
census_2010_race_nation,FIPS American Indian Area/Alaska Native Area/Hawaiian Home Land Class Code,DOUBLE,YES
census_2010_race_nation,FIPS County Subdivision Class Code,DOUBLE,YES
census_2010_race_nation,FIPS Place Class Code,DOUBLE,YES
census_2010_race_nation,Female,BIGINT,YES
census_2010_race_nation,Female: 10 to 14 years,BIGINT,YES
census_2010_race_nation,Female: 15 to 17 years,BIGINT,YES
census_2010_race_nation,Female: 18 and 19 years,BIGINT,YES
census_2010_race_nation,Female: 20 years,BIGINT,YES
census_2010_race_nation,Female: 21 years,BIGINT,YES
census_2010_race_nation,Female: 22 to 24 years,BIGINT,YES
census_2010_race_nation,Female: 25 to 29 years,BIGINT,YES
census_2010_race_nation,Female: 30 to 34 years,BIGINT,YES
census_2010_race_nation,Female: 35 to 39 years,BIGINT,YES
census_2010_race_nation,Female: 40 to 44 years,BIGINT,YES
census_2010_race_nation,Female: 45 to 49 years,BIGINT,YES
census_2010_race_nation,Female: 5 to 9 years,BIGINT,YES
census_2010_race_nation,Female: 50 to 54 years,BIGINT,YES
census_2010_race_nation,Female: 55 to 59 years,BIGINT,YES
census_2010_race_nation,Female: 60 and 61 years,BIGINT,YES
census_2010_race_nation,Female: 62 to 64 years,BIGINT,YES
census_2010_race_nation,Female: 65 and 66 years,BIGINT,YES
census_2010_race_nation,Female: 67 to 69 years,BIGINT,YES
census_2010_race_nation,Female: 70 to 74 years,BIGINT,YES
census_2010_race_nation,Female: 75 to 79 years,BIGINT,YES
census_2010_race_nation,Female: 80 to 84 years,BIGINT,YES
census_2010_race_nation,Female: 85 years and over,BIGINT,YES
census_2010_race_nation,Female: Under 5 years,BIGINT,YES
census_2010_race_nation,Functional Status Code,VARCHAR,YES
census_2010_race_nation,GIS Join Match Code,VARCHAR,YES
census_2010_race_nation,Internal Point (Latitude),DOUBLE,YES
census_2010_race_nation,Internal Point (Longitude),DOUBLE,YES
census_2010_race_nation,Legal/Statistical Area Description Code,BIGINT,YES
census_2010_race_nation,Male,BIGINT,YES
census_2010_race_nation,Male: 10 to 14 years,BIGINT,YES
census_2010_race_nation,Male: 15 to 17 years,BIGINT,YES
census_2010_race_nation,Male: 18 and 19 years,BIGINT,YES
census_2010_race_nation,Male: 20 years,BIGINT,YES
census_2010_race_nation,Male: 21 years,BIGINT,YES
census_2010_race_nation,Male: 22 to 24 years,BIGINT,YES
census_2010_race_nation,Male: 25 to 29 years,BIGINT,YES
census_2010_race_nation,Male: 30 to 34 years,BIGINT,YES
census_2010_race_nation,Male: 35 to 39 years,BIGINT,YES
census_2010_race_nation,Male: 40 to 44 years,BIGINT,YES
census_2010_race_nation,Male: 45 to 49 years,BIGINT,YES
census_2010_race_nation,Male: 5 to 9 years,BIGINT,YES
census_2010_race_nation,Male: 50 to 54 years,BIGINT,YES
census_2010_race_nation,Male: 55 to 59 years,BIGINT,YES
census_2010_race_nation,Male: 60 and 61 years,BIGINT,YES
census_2010_race_nation,Male: 62 to 64 years,BIGINT,YES
census_2010_race_nation,Male: 65 and 66 years,BIGINT,YES
census_2010_race_nation,Male: 67 to 69 years,BIGINT,YES
census_2010_race_nation,Male: 70 to 74 years,BIGINT,YES
census_2010_race_nation,Male: 75 to 79 years,BIGINT,YES
census_2010_race_nation,Male: 80 to 84 years,BIGINT,YES
census_2010_race_nation,Male: 85 years and over,BIGINT,YES
census_2010_race_nation,Male: Under 5 years,BIGINT,YES
census_2010_race_nation,Metropolitan Micropolitan Indicator,DOUBLE,YES
census_2010_race_nation,Metropolitan Statistical Area/Micropolitan Statistical Area Principal City Indicator,DOUBLE,YES
census_2010_race_nation,NECTA Metropolitan Micropolitan Indicator,DOUBLE,YES
census_2010_race_nation,Nation Code,BIGINT,YES
census_2010_race_nation,Nation Name,VARCHAR,YES
census_2010_race_nation,Native Hawaiian and Other Pacific Islander alone,BIGINT,YES
census_2010_race_nation,New England City and Town Area Principal City Indicator,DOUBLE,YES
census_2010_race_nation,Public Use Microdata Area,DOUBLE,YES
census_2010_race_nation,Some Other Race alone,BIGINT,YES
census_2010_race_nation,State/US-Abbreviation (USPS),VARCHAR,YES
census_2010_race_nation,Total,BIGINT,YES
census_2010_race_nation,Total.1,BIGINT,YES
census_2010_race_nation,Total.2,BIGINT,YES
census_2010_race_nation,Two or More Races,BIGINT,YES
census_2010_race_nation,Urban Area Type,DOUBLE,YES
census_2010_race_nation,Voting District,DOUBLE,YES
census_2010_race_nation,Voting District Indicator,DOUBLE,YES
census_2010_race_nation,White alone,BIGINT,YES
census_2010_race_state,5-Digit ZIP Code Tabulation Area Code,DOUBLE,YES
census_2010_race_state,Alaska Native Regional Corporation Code,DOUBLE,YES
census_2010_race_state,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,DOUBLE,YES
census_2010_race_state,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,DOUBLE,YES
census_2010_race_state,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,DOUBLE,YES
census_2010_race_state,American Indian Tribal Subdivision (FIPS),DOUBLE,YES
census_2010_race_state,American Indian and Alaska Native alone,BIGINT,YES
census_2010_race_state,Area (Land),BIGINT,YES
census_2010_race_state,Area (Water),BIGINT,YES
census_2010_race_state,Area Name-Legal/Statistical Area Description (LSAD) Term-Part Indicator,VARCHAR,YES
census_2010_race_state,Asian alone,BIGINT,YES
census_2010_race_state,Black or African American alone,BIGINT,YES
census_2010_race_state,Block Code,DOUBLE,YES
census_2010_race_state,Block Group Code,DOUBLE,YES
census_2010_race_state,Census Tract Code,DOUBLE,YES
census_2010_race_state,Combined New England City and Town Area Code,DOUBLE,YES
census_2010_race_state,Combined Statistical Area Code,DOUBLE,YES
census_2010_race_state,Congressional District (111th Congress) Code,DOUBLE,YES
census_2010_race_state,Consolidated City Code,DOUBLE,YES
census_2010_race_state,County Code,DOUBLE,YES
census_2010_race_state,County Subdivision Code,DOUBLE,YES
census_2010_race_state,Data File Year,BIGINT,YES
census_2010_race_state,Division Code,BIGINT,YES
census_2010_race_state,FIPS American Indian Area/Alaska Native Area/Hawaiian Home Land Class Code,DOUBLE,YES
census_2010_race_state,FIPS County Subdivision Class Code,DOUBLE,YES
census_2010_race_state,FIPS Place Class Code,DOUBLE,YES
census_2010_race_state,Female,BIGINT,YES
census_2010_race_state,Female: 10 to 14 years,BIGINT,YES
census_2010_race_state,Female: 15 to 17 years,BIGINT,YES
census_2010_race_state,Female: 18 and 19 years,BIGINT,YES
census_2010_race_state,Female: 20 years,BIGINT,YES
census_2010_race_state,Female: 21 years,BIGINT,YES
census_2010_race_state,Female: 22 to 24 years,BIGINT,YES
census_2010_race_state,Female: 25 to 29 years,BIGINT,YES
census_2010_race_state,Female: 30 to 34 years,BIGINT,YES
census_2010_race_state,Female: 35 to 39 years,BIGINT,YES
census_2010_race_state,Female: 40 to 44 years,BIGINT,YES
census_2010_race_state,Female: 45 to 49 years,BIGINT,YES
census_2010_race_state,Female: 5 to 9 years,BIGINT,YES
census_2010_race_state,Female: 50 to 54 years,BIGINT,YES
census_2010_race_state,Female: 55 to 59 years,BIGINT,YES
census_2010_race_state,Female: 60 and 61 years,BIGINT,YES
census_2010_race_state,Female: 62 to 64 years,BIGINT,YES
census_2010_race_state,Female: 65 and 66 years,BIGINT,YES
census_2010_race_state,Female: 67 to 69 years,BIGINT,YES
census_2010_race_state,Female: 70 to 74 years,BIGINT,YES
census_2010_race_state,Female: 75 to 79 years,BIGINT,YES
census_2010_race_state,Female: 80 to 84 years,BIGINT,YES
census_2010_race_state,Female: 85 years and over,BIGINT,YES
census_2010_race_state,Female: Under 5 years,BIGINT,YES
census_2010_race_state,Functional Status Code,VARCHAR,YES
census_2010_race_state,GIS Join Match Code,VARCHAR,YES
census_2010_race_state,Internal Point (Latitude),DOUBLE,YES
census_2010_race_state,Internal Point (Longitude),DOUBLE,YES
census_2010_race_state,Legal/Statistical Area Description Code,BIGINT,YES
census_2010_race_state,Male,BIGINT,YES
census_2010_race_state,Male: 10 to 14 years,BIGINT,YES
census_2010_race_state,Male: 15 to 17 years,BIGINT,YES
census_2010_race_state,Male: 18 and 19 years,BIGINT,YES
census_2010_race_state,Male: 20 years,BIGINT,YES
census_2010_race_state,Male: 21 years,BIGINT,YES
census_2010_race_state,Male: 22 to 24 years,BIGINT,YES
census_2010_race_state,Male: 25 to 29 years,BIGINT,YES
census_2010_race_state,Male: 30 to 34 years,BIGINT,YES
census_2010_race_state,Male: 35 to 39 years,BIGINT,YES
census_2010_race_state,Male: 40 to 44 years,BIGINT,YES
census_2010_race_state,Male: 45 to 49 years,BIGINT,YES
census_2010_race_state,Male: 5 to 9 years,BIGINT,YES
census_2010_race_state,Male: 50 to 54 years,BIGINT,YES
census_2010_race_state,Male: 55 to 59 years,BIGINT,YES
census_2010_race_state,Male: 60 and 61 years,BIGINT,YES
census_2010_race_state,Male: 62 to 64 years,BIGINT,YES
census_2010_race_state,Male: 65 and 66 years,BIGINT,YES
census_2010_race_state,Male: 67 to 69 years,BIGINT,YES
census_2010_race_state,Male: 70 to 74 years,BIGINT,YES
census_2010_race_state,Male: 75 to 79 years,BIGINT,YES
census_2010_race_state,Male: 80 to 84 years,BIGINT,YES
census_2010_race_state,Male: 85 years and over,BIGINT,YES
census_2010_race_state,Male: Under 5 years,BIGINT,YES
census_2010_race_state,Metropolitan Division Code,DOUBLE,YES
census_2010_race_state,Metropolitan Micropolitan Indicator,DOUBLE,YES
census_2010_race_state,Metropolitan Statistical Area/Micropolitan Statistical Area Code,DOUBLE,YES
census_2010_race_state,Metropolitan Statistical Area/Micropolitan Statistical Area Principal City Indicator,DOUBLE,YES
census_2010_race_state,NECTA Metropolitan Micropolitan Indicator,DOUBLE,YES
census_2010_race_state,Native Hawaiian and Other Pacific Islander alone,BIGINT,YES
census_2010_race_state,New England City and Town Area Code,DOUBLE,YES
census_2010_race_state,New England City and Town Area Division Code,DOUBLE,YES
census_2010_race_state,New England City and Town Area Principal City Indicator,DOUBLE,YES
census_2010_race_state,Place Code,DOUBLE,YES
census_2010_race_state,Public Use Microdata Area,DOUBLE,YES
census_2010_race_state,Region Code,BIGINT,YES
census_2010_race_state,School Attendance Area Code,DOUBLE,YES
census_2010_race_state,School District (Elementary)/Remainder Code,DOUBLE,YES
census_2010_race_state,School District (Secondary)/Remainder Code,DOUBLE,YES
census_2010_race_state,School District (Unified)/Remainder Code,DOUBLE,YES
census_2010_race_state,Some Other Race alone,BIGINT,YES
census_2010_race_state,State Code,BIGINT,YES
census_2010_race_state,State Legislative District (Lower Chamber) Code,DOUBLE,YES
census_2010_race_state,State Legislative District (Upper Chamber) Code,DOUBLE,YES
census_2010_race_state,State Name,VARCHAR,YES
census_2010_race_state,State/US-Abbreviation (USPS),VARCHAR,YES
census_2010_race_state,Subminor Civil Division Code,DOUBLE,YES
census_2010_race_state,Total,BIGINT,YES
census_2010_race_state,Total.1,BIGINT,YES
census_2010_race_state,Total.2,BIGINT,YES
census_2010_race_state,Tribal Block Group Code,DOUBLE,YES
census_2010_race_state,Tribal Census Tract Code,DOUBLE,YES
census_2010_race_state,Tribal Subdivision/Remainder Code,DOUBLE,YES
census_2010_race_state,Two or More Races,BIGINT,YES
census_2010_race_state,Urban Area Code,DOUBLE,YES
census_2010_race_state,Urban Area Type,DOUBLE,YES
census_2010_race_state,Urban/Rural Code,DOUBLE,YES
census_2010_race_state,Voting District,DOUBLE,YES
